State,precipitation,Year,Month,precipitation50mm,precipitation_percentage,maxprecipitation1day,maxprecipitation5day,relative_humidity,maxsurfaceairtemperature
Chhattisgarh,11.94,1972,5,0.0,43.03,4.98,7.48,31.76,33.84
Chhattisgarh,136.54,1972,6,0.27,59.94,35.62,85.72,50.2,32.17
Chhattisgarh,334.96,1972,7,1.4,83.86,82.79,207.1,78.93,26.73
Chhattisgarh,480.04,1972,8,2.09,130.61,84.35,193.89,84.69,25.38
Chhattisgarh,174.93,1972,9,0.6,77.33,59.29,106.09,78.28,26.09
Chhattisgarh,64.79,1972,10,0.0,85.46,20.62,43.21,68.11,24.59
Chhattisgarh,44.06,1972,11,0.04,249.13,22.78,39.39,66.05,21.56
Chhattisgarh,11.51,1972,12,0.0,112.75,7.12,11.44,63.23,20.38
Chhattisgarh,10.73,1973,1,0.0,56.34,8.09,10.63,53.63,20.87
Chhattisgarh,13.52,1973,2,0.0,71.44,5.53,17.79,48.81,23.69
Chhattisgarh,12.08,1973,3,0.0,70.81,6.2,10.61,36.32,27.42
Chhattisgarh,10.53,1973,4,0.0,54.31,3.12,5.6,31.11,32.9
Chhattisgarh,7.81,1973,5,0.0,26.48,2.21,6.38,31.46,34.71
Chhattisgarh,160.17,1973,6,0.14,71.63,32.87,86.81,61.01,30.29
Chhattisgarh,483.89,1973,7,2.2,120.65,90.09,209.06,84.13,25.94
Chhattisgarh,330.42,1973,8,0.68,88.84,48.59,112.96,86.7,25.58
Chhattisgarh,254.27,1973,9,0.47,114.34,41.45,94.73,84.79,25.75
Chhattisgarh,152.4,1973,10,0.16,202.78,35.89,80.47,80.04,24.43
Chhattisgarh,5.13,1973,11,0.0,28.55,1.94,4.25,66.65,20.53
Chhattisgarh,0.17,1973,12,0.0,1.32,0.15,0.17,57.83,18.61
Chhattisgarh,0.25,1974,1,0.0,1.33,0.18,0.24,46.85,18.54
Chhattisgarh,14.45,1974,2,0.0,99.69,11.69,14.02,45.23,22.52
Chhattisgarh,8.58,1974,3,0.0,49.23,4.53,7.1,33.02,27.97
Chhattisgarh,4.38,1974,4,0.0,16.53,1.31,2.49,29.47,32.13
Chhattisgarh,19.16,1974,5,0.0,73.38,5.41,10.11,37.95,32.42
Chhattisgarh,147.61,1974,6,0.36,65.94,45.74,88.03,60.39,29.77
Chhattisgarh,236.69,1974,7,0.18,59.13,34.25,86.17,82.33,26.35
Chhattisgarh,378.62,1974,8,1.5,101.84,100.64,191.7,84.52,25.76
Chhattisgarh,103.7,1974,9,0.0,44.94,15.16,38.1,79.45,26.52
Chhattisgarh,82.48,1974,10,0.12,106.62,26.03,44.32,74.78,25.14
Chhattisgarh,9.43,1974,11,0.0,51.86,5.34,9.32,57.28,20.88
Chhattisgarh,0.21,1974,12,0.0,2.03,0.13,0.21,51.63,18.39
Chhattisgarh,19.74,1975,1,0.03,107.2,15.46,19.38,52.69,18.01
Chhattisgarh,17.16,1975,2,0.0,131.25,6.8,10.53,52.57,21.94
Chhattisgarh,13.26,1975,3,0.0,75.35,6.59,9.5,37.58,26.93
Chhattisgarh,3.96,1975,4,0.0,20.93,1.78,3.07,29.35,31.65
Chhattisgarh,14.01,1975,5,0.0,50.51,5.44,18.4,29.32,34.29
Chhattisgarh,283.08,1975,6,1.14,125.48,73.96,152.88,60.82,30.03
Chhattisgarh,420.06,1975,7,1.01,105.25,84.22,174.12,86.0,25.64
Chhattisgarh,443.41,1975,8,1.21,121.21,80.11,197.52,86.51,25.73
Chhattisgarh,261.93,1975,9,0.39,115.01,52.23,114.19,85.43,25.58
Chhattisgarh,126.93,1975,10,0.0,167.12,15.18,46.84,81.04,25.4
Chhattisgarh,0.79,1975,11,0.0,3.72,0.55,5.1,60.89,19.9
Chhattisgarh,0.0,1975,12,0.0,0.01,0.0,0.0,49.77,17.56
Chhattisgarh,0.69,1976,1,0.0,3.71,0.58,0.63,50.24,18.48
Chhattisgarh,9.92,1976,2,0.0,77.92,9.28,9.9,43.6,22.4
Chhattisgarh,3.07,1976,3,0.0,16.39,1.25,3.75,34.59,27.27
Chhattisgarh,15.81,1976,4,0.0,86.17,4.0,7.22,37.75,30.24
Chhattisgarh,10.68,1976,5,0.0,40.33,3.4,6.14,33.12,33.16
Chhattisgarh,114.23,1976,6,0.04,50.42,26.84,59.69,58.35,29.85
Chhattisgarh,461.27,1976,7,0.98,114.61,68.8,152.3,86.78,25.76
Chhattisgarh,376.28,1976,8,1.13,101.41,69.14,163.98,86.27,25.55
Chhattisgarh,188.02,1976,9,0.54,83.86,47.86,125.65,78.87,25.89
Chhattisgarh,5.89,1976,10,0.0,6.38,3.2,5.58,54.55,25.79
Chhattisgarh,25.55,1976,11,0.01,121.62,7.93,15.32,64.04,24.56
Chhattisgarh,0.68,1976,12,0.0,6.02,0.41,0.96,51.82,20.69
Chhattisgarh,4.49,1977,1,0.0,24.88,3.93,4.14,45.91,19.6
Chhattisgarh,4.49,1977,2,0.0,26.01,2.75,4.15,40.26,23.23
Chhattisgarh,5.57,1977,3,0.0,30.68,2.0,4.08,33.63,28.69
Chhattisgarh,22.03,1977,4,0.0,112.5,6.6,12.78,40.64,30.36
Chhattisgarh,47.33,1977,5,0.0,212.79,13.74,31.21,47.49,30.78
Chhattisgarh,319.81,1977,6,1.79,139.28,72.23,209.86,62.65,29.78
Chhattisgarh,380.2,1977,7,1.04,94.8,72.29,148.02,85.02,26.21
Chhattisgarh,322.4,1977,8,0.86,86.55,78.63,142.45,85.68,25.94
Chhattisgarh,151.64,1977,9,0.28,67.96,43.16,82.37,80.92,25.94
Chhattisgarh,22.36,1977,10,0.0,29.11,9.75,23.8,67.55,25.26
Chhattisgarh,64.41,1977,11,0.29,349.27,37.7,57.93,67.34,23.4
Chhattisgarh,1.8,1977,12,0.0,15.76,1.17,3.84,58.61,18.66
Chhattisgarh,14.83,1978,1,0.0,81.78,10.41,14.43,56.39,18.44
Chhattisgarh,27.14,1978,2,0.0,173.11,7.68,16.27,59.42,21.43
Chhattisgarh,21.79,1978,3,0.0,123.27,7.47,10.6,46.92,25.5
Chhattisgarh,7.45,1978,4,0.0,35.66,2.36,4.64,36.12,30.76
Chhattisgarh,4.65,1978,5,0.0,15.04,1.51,2.62,32.48,34.69
Chhattisgarh,294.05,1978,6,0.92,131.18,67.56,158.44,64.77,29.54
Chhattisgarh,343.38,1978,7,0.63,85.22,62.43,138.14,86.25,25.85
Chhattisgarh,432.22,1978,8,1.53,117.34,71.5,162.45,87.72,25.35
Chhattisgarh,216.1,1978,9,0.31,97.01,47.59,93.77,83.17,25.91
Chhattisgarh,28.94,1978,10,0.01,36.63,9.48,18.21,71.44,24.65
Chhattisgarh,11.88,1978,11,0.0,61.92,5.87,17.95,64.09,23.17
Chhattisgarh,10.9,1978,12,0.0,112.81,7.78,13.63,60.17,18.24
Chhattisgarh,20.77,1979,1,0.0,111.34,9.32,15.31,59.6,20.54
Chhattisgarh,28.87,1979,2,0.0,225.31,12.73,17.27,53.61,21.5
Chhattisgarh,2.27,1979,3,0.0,12.46,1.28,2.0,32.89,26.97
Chhattisgarh,5.68,1979,4,0.0,30.47,2.19,4.23,29.72,31.59
Chhattisgarh,7.38,1979,5,0.0,27.06,2.99,4.93,31.92,33.07
Chhattisgarh,188.57,1979,6,0.51,84.33,48.63,124.78,54.87,31.33
Chhattisgarh,214.65,1979,7,0.24,53.68,43.33,94.26,80.43,27.23
Chhattisgarh,256.93,1979,8,1.16,69.19,87.06,168.11,80.05,26.51
Chhattisgarh,136.04,1979,9,0.0,58.56,19.34,48.39,78.86,26.78
Chhattisgarh,12.04,1979,10,0.0,15.87,6.17,20.87,62.06,26.21
Chhattisgarh,16.77,1979,11,0.0,86.91,7.41,14.05,60.19,24.5
Chhattisgarh,0.91,1979,12,0.0,8.27,0.54,7.79,57.31,19.84
Chhattisgarh,6.04,1980,1,0.0,32.79,2.4,5.4,54.94,20.81
Chhattisgarh,3.33,1980,2,0.0,21.51,2.0,2.74,40.17,23.45
Chhattisgarh,14.62,1980,3,0.0,81.28,7.26,11.46,37.53,27.52
Chhattisgarh,16.99,1980,4,0.0,92.88,5.45,12.3,33.19,32.13
Chhattisgarh,20.85,1980,5,0.0,73.65,8.29,29.82,31.34,34.52
Chhattisgarh,313.77,1980,6,0.7,140.74,55.49,137.62,75.08,28.04
Chhattisgarh,441.91,1980,7,1.02,109.82,61.76,142.72,86.44,25.85
Chhattisgarh,386.46,1980,8,1.06,104.87,68.61,151.6,87.2,25.51
Chhattisgarh,325.72,1980,9,0.97,144.57,77.66,141.67,83.29,25.88
Chhattisgarh,45.81,1980,10,0.05,60.67,23.63,45.34,65.61,24.97
Chhattisgarh,1.57,1980,11,0.0,7.98,0.69,1.51,58.22,21.92
Chhattisgarh,9.36,1980,12,0.0,96.95,4.08,8.22,59.13,19.57
Chhattisgarh,30.51,1981,1,0.0,168.09,13.09,20.71,62.13,18.28
Chhattisgarh,3.88,1981,2,0.0,21.95,3.1,3.87,41.77,22.99
Chhattisgarh,30.77,1981,3,0.0,177.02,11.93,19.12,45.7,25.67
Chhattisgarh,6.74,1981,4,0.0,27.46,2.57,4.81,33.91,30.69
Chhattisgarh,22.2,1981,5,0.0,82.79,5.87,14.27,41.11,32.2
Chhattisgarh,176.85,1981,6,0.66,78.34,65.14,110.32,58.51,30.26
Chhattisgarh,369.27,1981,7,0.42,92.24,51.19,115.1,86.43,25.82
Chhattisgarh,368.75,1981,8,1.53,99.73,97.01,163.0,85.56,25.84
Chhattisgarh,236.27,1981,9,0.02,104.84,29.63,72.45,85.42,25.87
Chhattisgarh,12.21,1981,10,0.0,13.8,3.28,9.08,67.1,24.76
Chhattisgarh,1.3,1981,11,0.0,6.61,0.69,2.3,57.01,21.02
Chhattisgarh,6.61,1981,12,0.0,59.61,4.52,5.46,56.12,18.65
Chhattisgarh,22.62,1982,1,0.0,122.61,8.91,12.43,65.64,20.66
Chhattisgarh,11.23,1982,2,0.0,65.81,6.03,16.57,55.47,22.0
Chhattisgarh,18.88,1982,3,0.0,105.05,7.06,11.53,47.25,25.64
Chhattisgarh,10.23,1982,4,0.0,56.37,3.72,6.48,35.95,30.24
Chhattisgarh,23.62,1982,5,0.0,111.24,10.14,18.59,41.25,31.58
Chhattisgarh,111.82,1982,6,0.01,49.34,22.45,47.87,61.34,30.03
Chhattisgarh,302.67,1982,7,0.65,75.21,67.15,135.46,77.2,27.55
Chhattisgarh,534.28,1982,8,1.8,144.12,94.45,186.72,89.26,25.22
Chhattisgarh,145.62,1982,9,0.07,63.53,33.67,100.97,79.48,26.21
Chhattisgarh,57.54,1982,10,0.14,77.26,32.17,48.71,68.31,25.14
Chhattisgarh,7.79,1982,11,0.0,42.66,3.53,6.25,64.95,21.93
Chhattisgarh,0.56,1982,12,0.0,5.39,0.38,0.45,56.94,19.93
Chhattisgarh,1.5,1983,1,0.0,8.71,0.88,1.39,54.64,19.27
Chhattisgarh,34.22,1983,2,0.0,271.13,13.41,26.71,57.49,21.58
Chhattisgarh,2.12,1983,3,0.0,11.55,1.7,1.88,35.7,27.05
Chhattisgarh,47.63,1983,4,0.08,343.66,19.91,44.64,40.93,30.06
Chhattisgarh,22.04,1983,5,0.0,94.32,5.51,11.25,42.46,31.86
Chhattisgarh,220.77,1983,6,1.06,98.47,75.55,181.1,55.73,31.2
Chhattisgarh,358.61,1983,7,0.8,89.42,74.75,160.03,84.04,26.82
Chhattisgarh,343.61,1983,8,0.57,92.88,61.39,148.36,86.44,26.32
Chhattisgarh,329.86,1983,9,0.45,145.35,50.66,127.18,87.79,25.81
Chhattisgarh,65.88,1983,10,0.06,85.51,20.67,53.12,72.3,24.31
Chhattisgarh,0.79,1983,11,0.0,3.78,0.69,0.89,56.56,20.29
Chhattisgarh,15.94,1983,12,0.0,158.54,13.91,15.6,58.94,18.37
Chhattisgarh,36.3,1984,1,0.0,195.61,15.09,33.11,70.39,19.46
Chhattisgarh,31.7,1984,2,0.0,209.85,9.97,17.01,60.85,20.88
Chhattisgarh,1.07,1984,3,0.0,6.02,0.67,1.05,32.07,27.18
Chhattisgarh,32.15,1984,4,0.0,187.93,9.41,19.48,40.43,30.32
Chhattisgarh,11.55,1984,5,0.0,54.82,5.81,10.1,30.17,34.34
Chhattisgarh,259.54,1984,6,0.55,113.43,47.08,130.93,69.6,28.41
Chhattisgarh,300.51,1984,7,0.34,74.68,41.83,129.05,84.52,25.94
Chhattisgarh,510.84,1984,8,2.91,139.2,101.26,203.87,85.31,25.33
Chhattisgarh,99.87,1984,9,0.17,44.4,31.97,67.69,76.69,25.83
Chhattisgarh,39.57,1984,10,0.0,48.72,9.21,25.34,66.3,25.19
Chhattisgarh,0.46,1984,11,0.0,1.68,0.37,0.67,50.75,20.32
Chhattisgarh,7.56,1984,12,0.0,78.55,6.78,6.91,51.44,19.4
Chhattisgarh,58.45,1985,1,0.08,320.0,31.15,35.8,70.89,19.87
Chhattisgarh,6.48,1985,2,0.0,53.19,3.8,10.7,44.24,21.61
Chhattisgarh,4.16,1985,3,0.0,24.45,1.92,4.22,30.74,28.21
Chhattisgarh,7.85,1985,4,0.0,39.33,3.38,6.39,31.43,31.53
Chhattisgarh,17.88,1985,5,0.0,63.51,4.99,11.08,37.98,32.92
Chhattisgarh,173.16,1985,6,0.41,77.33,45.78,111.28,64.05,29.4
Chhattisgarh,447.67,1985,7,0.78,111.48,57.41,137.58,86.56,25.38
Chhattisgarh,370.08,1985,8,0.85,99.94,72.2,132.12,86.01,25.46
Chhattisgarh,193.47,1985,9,0.15,85.8,34.0,77.08,83.99,25.85
Chhattisgarh,78.01,1985,10,0.09,100.24,23.18,43.9,71.71,23.81
Chhattisgarh,0.14,1985,11,0.0,0.52,0.08,0.13,55.92,20.83
Chhattisgarh,1.23,1985,12,0.0,10.06,1.14,1.21,55.1,19.59
Chhattisgarh,25.05,1986,1,0.0,141.99,18.05,23.77,58.04,18.58
Chhattisgarh,64.38,1986,2,0.0,512.47,17.98,44.79,64.09,21.51
Chhattisgarh,8.28,1986,3,0.0,45.8,3.48,7.63,41.81,26.68
Chhattisgarh,17.82,1986,4,0.0,91.99,4.54,11.92,36.31,30.79
Chhattisgarh,14.39,1986,5,0.0,58.92,3.99,11.76,37.49,32.07
Chhattisgarh,367.87,1986,6,1.26,167.32,94.88,222.65,63.45,29.39
Chhattisgarh,346.68,1986,7,1.45,86.09,77.83,163.78,83.02,26.01
Chhattisgarh,382.9,1986,8,1.4,103.23,104.24,192.27,83.41,25.78
Chhattisgarh,129.62,1986,9,0.33,58.19,43.38,86.01,77.98,26.46
Chhattisgarh,51.37,1986,10,0.03,65.92,22.72,47.59,69.8,24.67
Chhattisgarh,27.06,1986,11,0.0,150.54,12.34,24.9,64.81,22.0
Chhattisgarh,32.44,1986,12,0.0,323.35,15.88,21.7,68.02,19.47
Chhattisgarh,22.53,1987,1,0.0,122.47,12.82,20.06,61.72,18.89
Chhattisgarh,6.33,1987,2,0.0,38.62,2.67,4.24,47.46,21.98
Chhattisgarh,17.92,1987,3,0.0,99.74,10.53,15.88,40.06,26.04
Chhattisgarh,7.07,1987,4,0.0,31.59,2.78,12.27,31.14,31.28
Chhattisgarh,25.34,1987,5,0.0,112.09,12.23,19.16,40.8,31.48
Chhattisgarh,75.52,1987,6,0.0,33.25,14.16,34.0,56.34,31.45
Chhattisgarh,373.6,1987,7,0.78,93.23,53.64,130.76,83.79,26.47
Chhattisgarh,260.25,1987,8,0.58,70.66,57.63,109.03,83.65,26.5
Chhattisgarh,178.84,1987,9,0.2,80.49,43.85,83.68,81.16,26.56
Chhattisgarh,63.08,1987,10,0.0,84.21,16.22,37.34,73.25,24.89
Chhattisgarh,60.92,1987,11,0.04,340.33,21.31,34.74,71.67,21.74
Chhattisgarh,4.69,1987,12,0.0,44.05,3.92,4.62,65.54,18.53
Chhattisgarh,2.33,1988,1,0.0,13.33,1.71,2.29,59.58,19.86
Chhattisgarh,35.42,1988,2,0.0,281.55,13.9,20.86,53.41,22.74
Chhattisgarh,5.99,1988,3,0.0,32.45,2.19,5.91,41.42,26.65
Chhattisgarh,20.87,1988,4,0.0,106.43,5.74,13.54,39.38,30.38
Chhattisgarh,13.37,1988,5,0.0,55.53,6.23,9.57,36.32,34.05
Chhattisgarh,190.53,1988,6,0.47,84.06,53.43,110.79,62.44,29.86
Chhattisgarh,436.51,1988,7,1.31,108.18,69.84,180.03,87.01,26.09
Chhattisgarh,349.95,1988,8,0.88,94.32,77.7,167.27,86.83,26.2
Chhattisgarh,202.08,1988,9,0.0,88.47,21.03,74.03,84.36,26.44
Chhattisgarh,42.05,1988,10,0.15,56.18,30.03,62.92,64.99,24.38
Chhattisgarh,0.78,1988,11,0.0,4.0,0.54,0.83,55.86,21.21
Chhattisgarh,2.72,1988,12,0.0,22.48,2.13,2.71,56.99,19.37
Chhattisgarh,0.15,1989,1,0.0,0.86,0.11,0.15,47.83,18.56
Chhattisgarh,0.02,1989,2,0.0,0.15,0.02,0.02,34.17,22.56
Chhattisgarh,18.81,1989,3,0.0,113.21,10.22,12.47,40.02,25.9
Chhattisgarh,2.56,1989,4,0.0,9.56,0.98,1.94,27.15,31.35
Chhattisgarh,9.01,1989,5,0.0,31.51,3.44,5.93,34.42,33.76
Chhattisgarh,363.63,1989,6,1.59,163.01,80.24,163.31,71.06,28.45
Chhattisgarh,333.4,1989,7,0.45,82.88,53.78,115.08,83.34,26.44
Chhattisgarh,353.41,1989,8,0.73,95.23,60.79,114.39,86.22,25.8
Chhattisgarh,225.04,1989,9,0.11,98.85,36.58,110.32,84.09,26.0
Chhattisgarh,10.21,1989,10,0.0,12.13,3.97,10.33,65.86,24.97
Chhattisgarh,3.79,1989,11,0.0,19.6,2.41,4.03,55.7,22.18
Chhattisgarh,22.59,1989,12,0.0,221.64,12.46,23.16,61.21,18.58
Chhattisgarh,0.33,1990,1,0.0,1.85,0.21,0.52,50.5,20.52
Chhattisgarh,32.06,1990,2,0.0,237.03,12.8,23.94,54.33,22.33
Chhattisgarh,21.38,1990,3,0.0,122.94,7.98,11.88,49.14,25.41
Chhattisgarh,16.34,1990,4,0.0,89.85,7.05,12.39,34.36,30.69
Chhattisgarh,213.48,1990,5,0.75,817.75,44.56,123.77,64.5,28.94
Chhattisgarh,407.75,1990,6,1.73,183.11,89.64,207.71,77.43,27.47
Chhattisgarh,411.18,1990,7,0.72,102.12,59.54,153.13,86.98,25.3
Chhattisgarh,327.55,1990,8,0.87,88.51,76.33,130.92,85.23,26.18
Chhattisgarh,302.99,1990,9,0.63,135.0,49.78,107.53,86.06,25.62
Chhattisgarh,175.32,1990,10,0.24,225.61,41.69,97.84,79.1,24.02
Chhattisgarh,28.92,1990,11,0.03,152.86,15.93,26.1,68.8,22.03
Chhattisgarh,11.55,1990,12,0.0,117.62,6.91,7.54,63.42,19.32
Chhattisgarh,18.23,1991,1,0.0,97.68,7.15,15.3,62.0,18.85
Chhattisgarh,12.16,1991,2,0.0,80.87,9.19,11.78,46.73,23.98
Chhattisgarh,25.01,1991,3,0.0,139.29,8.64,17.04,47.04,27.37
Chhattisgarh,17.99,1991,4,0.0,93.89,7.43,12.64,38.47,30.34
Chhattisgarh,14.71,1991,5,0.0,51.37,5.35,7.68,35.58,33.99
Chhattisgarh,206.63,1991,6,0.35,90.98,39.9,96.27,71.73,28.73
Chhattisgarh,417.8,1991,7,1.55,104.11,85.78,182.06,83.76,26.6
Chhattisgarh,408.3,1991,8,1.27,110.52,75.76,158.59,87.53,25.49
Chhattisgarh,144.16,1991,9,0.08,63.7,26.22,69.0,79.18,26.63
Chhattisgarh,56.95,1991,10,0.0,71.48,16.75,51.08,68.52,24.28
Chhattisgarh,46.4,1991,11,0.14,250.56,23.49,37.77,64.18,20.73
Chhattisgarh,20.04,1991,12,0.0,190.37,12.12,21.16,64.85,18.33
Chhattisgarh,0.89,1992,1,0.0,5.0,0.68,0.88,54.68,18.48
Chhattisgarh,2.05,1992,2,0.0,15.98,1.19,1.92,45.19,21.31
Chhattisgarh,4.14,1992,3,0.0,23.54,2.6,5.32,32.36,27.77
Chhattisgarh,12.78,1992,4,0.0,72.88,3.04,6.86,34.19,30.98
Chhattisgarh,19.44,1992,5,0.0,82.8,4.0,9.52,38.4,32.35
Chhattisgarh,151.83,1992,6,0.47,67.77,64.97,108.51,57.86,30.55
Chhattisgarh,314.19,1992,7,0.85,78.86,70.86,146.39,77.9,27.15
Chhattisgarh,435.39,1992,8,1.28,117.69,69.58,169.33,87.88,25.55
Chhattisgarh,206.01,1992,9,0.47,91.96,47.96,133.29,78.62,25.95
Chhattisgarh,19.94,1992,10,0.0,25.29,7.17,16.82,64.96,25.04
Chhattisgarh,9.65,1992,11,0.0,53.12,4.52,7.15,62.25,22.14
Chhattisgarh,0.0,1992,12,0.0,0.03,0.0,0.0,55.48,18.25
Chhattisgarh,0.11,1993,1,0.0,0.62,0.07,0.1,50.58,19.83
Chhattisgarh,9.82,1993,2,0.0,63.64,7.2,12.09,41.52,22.14
Chhattisgarh,6.44,1993,3,0.0,34.81,2.53,12.68,40.58,25.81
Chhattisgarh,14.72,1993,4,0.0,70.14,3.74,7.43,36.57,30.61
Chhattisgarh,16.39,1993,5,0.0,63.51,5.08,10.18,35.65,33.57
Chhattisgarh,203.19,1993,6,0.25,90.51,46.4,100.14,65.89,29.72
Chhattisgarh,361.17,1993,7,0.61,89.79,57.9,131.14,83.57,26.82
Chhattisgarh,279.09,1993,8,0.52,75.73,53.49,127.59,84.72,26.06
Chhattisgarh,258.54,1993,9,0.24,116.09,40.47,93.86,86.26,25.61
Chhattisgarh,75.16,1993,10,0.0,96.78,13.91,37.11,76.04,25.29
Chhattisgarh,0.82,1993,11,0.0,4.11,0.34,0.58,62.33,21.38
Chhattisgarh,0.04,1993,12,0.0,0.42,0.04,0.04,56.78,17.89
Chhattisgarh,16.38,1994,1,0.0,90.75,9.72,14.78,59.56,20.11
Chhattisgarh,19.65,1994,2,0.01,161.68,9.99,15.3,53.58,21.72
Chhattisgarh,1.28,1994,3,0.0,7.81,1.09,3.91,35.32,28.01
Chhattisgarh,25.54,1994,4,0.0,142.25,7.37,12.44,43.44,29.51
Chhattisgarh,14.86,1994,5,0.0,56.9,3.94,7.89,38.11,33.39
Chhattisgarh,449.75,1994,6,1.49,200.77,61.09,173.75,74.57,28.15
Chhattisgarh,619.11,1994,7,2.13,153.08,96.17,216.72,88.88,25.4
Chhattisgarh,509.56,1994,8,1.8,137.57,106.16,202.31,88.89,25.24
Chhattisgarh,256.88,1994,9,1.2,115.16,98.06,181.99,80.13,25.79
Chhattisgarh,78.21,1994,10,0.03,103.78,22.75,49.1,75.08,24.89
Chhattisgarh,12.26,1994,11,0.0,60.89,4.21,8.17,65.61,21.4
Chhattisgarh,0.02,1994,12,0.0,0.13,0.01,0.02,56.79,18.45
Chhattisgarh,56.6,1995,1,0.03,316.2,28.85,50.2,64.15,17.63
Chhattisgarh,15.35,1995,2,0.0,108.29,9.29,9.94,50.17,22.16
Chhattisgarh,49.63,1995,3,0.03,275.82,16.2,33.31,52.84,25.67
Chhattisgarh,15.45,1995,4,0.0,73.07,3.73,7.42,39.08,30.38
Chhattisgarh,83.54,1995,5,0.07,303.19,22.32,61.5,49.64,30.95
Chhattisgarh,137.81,1995,6,0.03,61.23,28.85,69.29,56.94,31.62
Chhattisgarh,445.3,1995,7,1.64,110.94,90.57,217.69,83.62,26.63
Chhattisgarh,339.66,1995,8,0.9,91.8,72.11,151.14,85.85,26.28
Chhattisgarh,133.2,1995,9,0.08,59.16,24.83,86.64,81.81,26.43
Chhattisgarh,68.67,1995,10,0.0,85.19,14.98,35.87,75.75,25.06
Chhattisgarh,41.43,1995,11,0.24,235.67,28.0,40.34,65.87,21.5
Chhattisgarh,8.43,1995,12,0.0,80.16,3.9,6.22,61.57,20.03
Chhattisgarh,17.39,1996,1,0.0,95.57,5.57,10.14,65.27,20.3
Chhattisgarh,18.73,1996,2,0.0,122.8,9.79,13.15,50.68,22.6
Chhattisgarh,7.01,1996,3,0.0,38.86,3.42,5.16,38.26,27.99
Chhattisgarh,18.1,1996,4,0.0,90.8,4.6,9.42,39.83,30.2
Chhattisgarh,4.57,1996,5,0.0,17.31,1.91,3.35,31.2,33.97
Chhattisgarh,155.95,1996,6,0.67,67.62,74.74,117.86,59.34,30.37
Chhattisgarh,355.89,1996,7,0.68,88.75,65.25,139.36,82.94,26.6
Chhattisgarh,315.74,1996,8,0.26,85.43,51.62,109.79,87.87,25.57
Chhattisgarh,147.99,1996,9,0.0,65.26,18.28,46.85,81.9,26.61
Chhattisgarh,34.78,1996,10,0.0,45.47,9.82,31.64,71.93,24.89
Chhattisgarh,2.41,1996,11,0.0,12.26,1.01,2.1,57.77,21.87
Chhattisgarh,0.69,1996,12,0.0,5.14,0.46,0.59,51.29,18.21
Chhattisgarh,18.77,1997,1,0.0,103.95,8.35,14.23,59.89,17.97
Chhattisgarh,0.36,1997,2,0.0,2.2,0.29,0.37,39.87,21.65
Chhattisgarh,11.93,1997,3,0.0,67.15,6.72,20.9,35.4,27.22
Chhattisgarh,42.49,1997,4,0.0,217.64,15.7,26.89,44.96,28.0
Chhattisgarh,12.73,1997,5,0.0,53.48,3.78,9.08,37.76,32.21
Chhattisgarh,149.55,1997,6,0.04,65.13,22.71,72.85,59.87,30.07
Chhattisgarh,361.21,1997,7,0.59,90.12,52.47,118.75,85.07,26.2
Chhattisgarh,423.11,1997,8,1.89,114.99,93.01,193.07,85.25,25.98
Chhattisgarh,222.65,1997,9,0.48,98.97,60.54,124.5,83.57,25.93
Chhattisgarh,57.82,1997,10,0.0,78.38,16.27,27.76,75.48,24.37
Chhattisgarh,47.76,1997,11,0.0,257.83,14.21,25.09,76.39,23.06
Chhattisgarh,59.63,1997,12,0.0,573.12,16.12,31.41,81.82,19.65
Chhattisgarh,65.04,1998,1,0.12,337.79,22.3,47.98,73.32,19.24
Chhattisgarh,25.38,1998,2,0.06,202.6,13.81,19.13,64.72,21.57
Chhattisgarh,38.0,1998,3,0.0,221.21,14.86,18.88,50.66,24.88
Chhattisgarh,24.95,1998,4,0.0,152.19,8.15,12.74,45.21,30.31
Chhattisgarh,32.66,1998,5,0.0,150.13,12.72,25.54,41.93,33.44
Chhattisgarh,181.16,1998,6,0.25,79.73,43.24,104.88,60.88,31.17
Chhattisgarh,401.92,1998,7,1.18,99.92,105.93,189.35,84.74,26.87
Chhattisgarh,273.51,1998,8,0.34,73.89,45.83,96.51,86.64,26.53
Chhattisgarh,246.4,1998,9,0.45,109.34,48.42,106.68,85.63,26.49
Chhattisgarh,105.23,1998,10,0.02,137.03,23.63,44.09,79.86,25.78
Chhattisgarh,58.53,1998,11,0.05,334.18,24.76,33.24,75.66,22.08
Chhattisgarh,0.0,1998,12,0.0,0.0,0.0,0.0,61.34,17.84
Chhattisgarh,0.25,1999,1,0.0,1.45,0.19,0.32,55.02,18.1
Chhattisgarh,7.97,1999,2,0.0,55.1,4.43,6.86,50.37,24.14
Chhattisgarh,0.4,1999,3,0.0,2.33,0.37,0.6,32.1,28.12
Chhattisgarh,1.08,1999,4,0.0,3.94,0.4,1.21,26.34,32.93
Chhattisgarh,40.03,1999,5,0.0,150.37,10.46,22.88,47.52,32.01
Chhattisgarh,281.75,1999,6,1.3,122.88,84.55,171.59,69.39,28.62
Chhattisgarh,360.93,1999,7,1.2,89.51,63.52,136.04,84.16,26.24
Chhattisgarh,421.91,1999,8,1.34,113.94,64.24,150.08,87.8,25.59
Chhattisgarh,233.99,1999,9,0.28,102.89,40.48,110.36,87.9,25.46
Chhattisgarh,59.35,1999,10,0.0,77.04,12.4,30.55,78.27,25.15
Chhattisgarh,3.4,1999,11,0.0,18.33,1.64,3.97,61.22,21.56
